simulation time (min);1440.0;only events that occure within the simulation time are considered (changes after that time are ignored)
StationId;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;25;26;27;28;29;30;31;32;33;34;35;36;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;69;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175
Capacity;24;24;24;18;24;27;24;21;24;24;24;24;24;24;24;21;21;24;24;24;30;24;24;24;24;24;24;24;24;24;27;27;18;24;24;24;24;24;27;24;21;24;24;21;21;24;24;24;24;24;27;24;24;21;24;24;24;24;21;24;24;24;24;24;24;21;27;24;24;24;24;24;24;24;22;24;24;24;27;24;24;24;24;27;21;24;24;24;30;24;24;24;21;24;27;27;24;24;24;24;24;24;21;24;18;18;24;27;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;21;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;18;24;20;24;24;24;24;24;24;24;12;24;24;24;24;24;24;24;24;24;24
#available bikes per station at time (in seconds) from start
0;11;8;1;18;7;14;8;2;1;3;0;8;16;20;9;13;9;19;15;3;1;5;6;7;4;1;4;14;0;0;16;9;8;2;12;6;17;21;19;11;16;21;24;20;21;13;16;21;8;12;17;3;13;5;12;9;3;3;3;3;14;19;11;1;1;10;7;17;21;22;22;16;23;19;14;18;15;24;25;7;12;12;16;18;0;2;12;10;0;9;1;8;0;1;10;18;12;13;4;24;3;3;0;1;0;0;1;9;7;7;17;18;9;9;17;8;7;11;17;18;6;18;22;11;14;10;17;16;21;16;7;14;16;3;2;11;3;7;0;14;0;4;19;9;8;2;2;6;14;15;13;1;10;15;15;11;24;11;4;10;0;20;22;11;15;11;19;16;20
120;11;8;1;17;7;14;8;2;1;3;0;8;16;20;9;13;9;19;15;3;1;5;6;5;4;1;4;14;0;0;16;9;8;2;12;6;17;21;19;11;16;21;24;20;21;13;16;21;6;12;17;3;13;5;12;9;3;3;3;3;14;19;11;1;1;10;7;17;21;22;22;16;23;19;14;17;15;24;25;7;12;12;16;18;0;2;12;10;0;9;1;8;0;1;10;18;12;13;4;24;3;3;0;1;0;0;1;9;7;7;17;18;9;9;16;8;7;11;17;18;6;18;21;11;14;10;16;15;21;16;7;14;16;3;2;11;3;7;0;14;0;4;19;9;8;2;2;6;14;15;13;1;9;15;15;11;21;11;4;10;0;20;22;11;15;11;19;16;19
420;11;8;1;17;7;13;7;2;1;3;0;8;16;20;9;13;9;19;15;3;1;5;6;5;4;1;3;14;0;0;16;9;7;2;12;6;17;19;18;11;15;21;24;20;20;13;16;20;6;12;17;3;13;5;12;9;3;3;3;3;14;19;11;1;1;10;6;17;21;22;22;15;23;19;13;15;15;24;25;7;11;12;16;18;0;2;12;10;0;8;1;8;0;1;10;18;12;13;4;23;3;3;0;1;0;0;1;9;6;7;17;17;9;9;16;8;7;11;17;18;5;18;20;11;14;10;16;15;21;16;7;14;16;3;2;11;3;7;0;14;0;4;19;8;8;2;2;7;14;15;13;1;8;15;15;11;20;11;4;9;1;20;22;11;15;11;19;16;18
720;12;8;1;17;7;13;7;2;1;3;0;8;16;19;9;13;9;19;15;2;1;5;6;6;4;1;3;16;0;0;16;9;6;2;11;6;17;19;17;12;15;20;24;20;17;13;16;18;5;12;17;3;14;5;12;10;3;2;3;3;14;19;11;2;1;10;6;17;21;22;20;15;22;19;12;14;14;24;24;7;10;12;15;18;0;2;12;10;1;8;0;8;0;1;10;18;12;13;4;23;3;3;0;0;0;0;1;8;6;5;17;17;9;9;16;8;7;10;17;17;5;18;19;11;14;10;16;13;21;16;7;14;16;3;2;10;3;7;0;14;1;4;19;8;8;2;1;7;14;14;13;1;8;14;15;11;20;10;4;9;1;19;22;11;14;11;19;16;17
1020;10;9;1;17;7;15;7;2;1;3;0;7;17;19;10;12;9;19;14;0;1;5;6;6;5;1;3;15;0;0;16;9;6;1;11;5;15;19;17;11;15;20;24;20;17;12;16;18;5;12;16;3;14;5;12;10;3;2;3;5;16;19;11;3;1;10;5;18;21;22;19;14;21;17;11;15;14;23;25;7;8;12;14;16;0;2;12;8;1;8;0;7;1;1;10;18;12;13;4;23;3;3;1;0;0;0;1;8;6;5;17;17;9;9;16;8;7;10;17;17;5;18;20;11;14;10;16;13;22;16;6;14;16;2;1;10;3;7;0;14;1;4;18;8;8;2;1;7;14;13;13;1;8;15;15;10;19;12;4;9;1;19;22;10;14;10;19;16;15
1320;11;9;1;17;7;15;7;2;1;3;0;7;17;18;10;12;10;19;14;1;1;5;7;6;5;2;3;14;0;0;17;9;5;2;12;6;15;19;17;10;14;20;24;20;16;9;16;17;6;12;16;3;13;5;12;11;3;2;2;5;18;19;12;5;0;12;5;18;20;22;18;14;20;17;11;15;14;22;26;7;9;11;15;16;0;2;12;8;1;7;0;7;1;1;10;18;12;13;4;23;3;4;2;0;0;0;2;8;6;5;18;18;9;9;16;8;7;11;17;17;6;17;20;11;14;10;15;13;22;14;6;14;16;2;1;9;3;7;0;14;1;4;18;8;9;2;0;7;14;12;12;1;8;16;15;10;19;12;4;8;2;19;22;10;14;10;19;16;14
1620;11;9;1;17;7;15;7;2;2;3;0;7;18;18;10;12;10;18;14;1;1;5;7;6;5;2;4;13;0;0;17;9;6;2;12;7;14;19;17;9;12;20;24;20;16;9;15;17;6;12;16;3;13;5;9;11;3;2;2;7;18;19;14;8;0;12;4;17;20;21;18;14;20;17;10;15;14;23;26;6;9;10;14;16;0;0;11;8;2;7;0;7;1;1;10;18;12;13;4;22;3;5;3;0;0;0;3;8;6;5;18;18;9;9;16;7;9;11;16;16;6;16;19;11;14;10;16;13;22;12;6;14;15;2;1;8;3;7;0;14;1;4;16;8;9;2;0;6;14;12;12;2;8;15;13;10;18;12;4;8;2;18;22;11;14;10;19;16;13
1920;12;9;2;18;6;15;7;1;3;3;0;7;18;18;10;12;10;17;14;1;1;5;6;6;5;2;4;14;1;0;17;9;5;2;12;7;13;19;16;8;11;20;23;20;16;9;15;16;6;12;17;3;13;5;9;12;2;2;2;7;18;19;17;8;0;5;6;18;19;21;16;14;20;16;10;15;13;24;27;8;8;10;12;17;0;0;3;8;2;7;0;7;3;1;10;18;12;13;4;21;3;7;3;0;0;0;4;7;6;4;19;18;9;9;16;7;9;11;15;15;7;15;20;12;14;10;16;11;22;13;6;14;14;2;3;8;4;8;0;14;1;4;15;8;9;2;0;6;13;11;12;2;7;15;13;2;17;11;5;9;3;18;22;11;13;10;19;16;13
2220;13;9;2;17;6;15;7;1;2;3;0;7;17;18;10;12;10;17;14;1;2;5;7;6;5;2;5;14;1;0;16;9;6;2;12;7;11;19;16;8;11;22;22;20;16;8;15;17;6;12;17;4;13;7;8;12;2;2;2;9;19;19;16;9;0;6;6;17;18;20;17;14;20;15;11;15;12;24;26;8;8;10;11;16;0;2;5;9;2;7;0;7;4;1;10;18;12;13;4;21;3;7;4;0;0;1;6;6;6;4;20;18;9;9;15;8;9;11;16;15;7;14;18;12;14;9;16;9;20;13;8;14;13;3;3;8;5;8;0;15;1;4;16;9;9;2;0;6;13;10;12;1;7;17;13;2;17;12;7;9;3;15;22;11;13;10;19;16;13
2520;13;10;2;17;5;16;7;1;2;3;0;7;17;18;10;12;10;16;14;1;1;5;7;6;5;2;5;13;1;1;16;9;6;2;12;7;11;19;16;7;10;21;21;20;17;8;15;16;6;12;16;4;12;7;8;13;2;2;2;9;19;19;16;11;1;6;8;17;17;20;17;13;19;15;11;15;12;24;26;8;8;10;11;15;2;2;6;9;2;7;0;7;3;3;10;18;12;13;4;21;3;9;5;0;0;2;6;6;6;4;20;18;9;9;15;8;9;11;17;15;7;15;18;12;14;8;13;9;20;12;8;14;13;3;4;8;7;8;1;15;1;4;17;9;9;2;0;7;14;10;13;1;7;19;12;2;17;13;8;9;3;14;23;11;12;9;19;16;13
2820;13;10;2;17;5;16;7;1;2;3;0;6;18;18;11;11;10;15;13;2;1;5;7;8;5;2;4;14;1;1;16;9;7;2;11;7;9;20;13;7;10;21;20;17;16;8;15;15;6;12;16;4;12;6;5;13;3;1;2;9;20;19;16;12;1;6;8;16;17;20;17;13;18;15;11;14;11;23;27;8;8;10;11;15;2;2;6;9;4;7;0;7;4;3;11;18;11;13;4;21;4;9;6;0;0;2;6;5;7;4;20;19;9;9;15;8;9;11;16;16;6;15;18;12;14;7;12;9;20;11;8;15;13;3;4;7;7;8;1;15;1;4;19;9;9;2;0;6;14;9;13;1;7;20;11;3;14;13;8;9;3;14;23;11;13;10;19;16;13
3120;14;10;2;17;4;16;7;1;3;3;0;6;18;19;11;11;10;13;15;2;2;5;8;8;5;2;4;14;2;1;16;10;7;2;11;7;8;19;12;7;11;21;20;17;15;8;15;16;7;12;15;5;8;6;5;13;3;1;2;9;19;19;18;13;2;6;8;16;17;20;16;12;17;14;11;12;11;23;27;7;8;10;12;15;4;1;7;10;4;7;1;8;5;2;11;18;11;13;4;20;4;10;6;2;0;2;7;6;7;5;20;19;9;9;15;9;10;12;15;16;6;15;15;12;14;8;11;9;20;11;8;15;12;3;4;7;9;8;2;15;1;3;19;9;9;2;1;6;14;9;14;1;9;20;11;2;14;13;8;8;4;14;23;11;13;11;19;16;13
3420;15;10;2;17;4;16;6;1;3;3;0;6;18;19;11;11;9;13;16;2;2;5;9;8;5;2;4;14;2;2;16;9;7;2;10;7;8;19;11;6;11;21;19;17;15;8;15;15;6;12;15;6;8;6;5;14;3;1;2;10;20;19;18;12;2;6;8;15;18;20;14;12;16;14;11;11;10;22;27;8;8;10;13;15;4;1;7;10;5;8;2;8;4;2;11;18;11;13;4;21;4;10;6;2;0;2;7;6;7;5;21;18;9;9;15;9;10;13;15;16;6;15;14;12;14;7;11;9;20;11;8;15;12;3;4;7;9;8;4;15;1;2;18;9;9;2;1;6;13;9;14;1;10;20;11;2;12;13;8;9;4;12;23;10;13;11;19;16;11
3720;16;10;3;16;4;14;6;1;2;3;1;6;17;19;11;11;9;13;16;2;3;6;8;8;5;2;5;14;2;2;16;9;7;3;10;7;8;18;11;6;10;20;19;16;13;8;15;15;5;12;14;6;7;6;5;15;3;0;2;11;19;19;18;12;2;6;8;13;17;20;13;11;16;14;9;11;10;21;27;8;6;11;13;14;4;1;8;10;6;8;3;8;4;2;12;18;11;13;4;21;4;11;7;4;0;2;7;8;6;4;21;17;9;9;16;9;10;13;15;16;5;15;12;10;13;8;11;9;20;11;7;15;11;3;5;6;9;8;5;15;2;2;20;9;10;3;1;6;12;9;14;1;10;21;9;3;13;13;8;7;5;10;19;12;14;9;19;15;8
4020;16;10;3;16;3;12;6;1;3;3;1;4;18;18;11;10;10;13;14;3;4;6;8;8;5;2;6;15;2;3;16;8;7;3;10;7;8;18;11;5;11;18;19;15;13;7;14;15;5;12;14;6;6;6;3;15;3;0;2;13;20;19;19;12;2;6;8;12;15;20;12;11;14;13;10;11;7;21;27;8;6;10;14;12;6;1;8;10;7;8;3;8;5;2;11;18;11;13;4;20;4;10;7;5;0;3;7;6;6;4;21;18;9;8;16;9;11;13;14;16;5;14;12;9;13;8;9;7;18;10;7;15;9;3;5;4;10;9;6;15;2;3;19;8;10;3;1;5;10;8;14;1;10;23;10;2;12;11;8;6;5;8;19;12;13;9;19;15;8
4320;17;11;3;14;4;12;6;1;4;3;1;5;18;16;11;10;10;12;14;3;5;6;8;7;5;2;5;13;3;5;16;8;7;3;10;7;8;15;11;6;10;18;18;12;12;5;15;15;5;11;14;5;6;5;3;15;3;0;2;15;21;19;21;12;2;6;9;11;15;20;13;11;13;12;9;11;5;20;26;8;5;10;13;12;6;2;8;9;7;7;3;8;7;3;11;18;11;13;5;20;4;9;7;6;0;3;7;5;5;5;22;18;9;8;16;10;11;11;14;17;6;14;14;10;13;7;9;7;18;10;7;15;8;4;5;4;10;9;5;15;5;4;19;8;11;3;2;5;7;7;14;0;11;19;9;4;11;11;9;5;6;6;19;10;13;9;19;15;8
4620;17;12;5;12;5;12;7;1;4;3;1;4;18;16;12;10;11;13;15;1;6;6;8;7;4;2;4;12;4;5;15;9;7;3;9;6;9;14;11;5;9;18;18;11;13;5;15;15;4;10;13;5;5;6;3;16;3;0;2;16;20;20;21;13;2;6;10;12;15;20;12;11;12;12;9;10;5;22;25;8;3;10;13;12;8;3;9;9;7;7;3;8;5;3;10;18;11;12;6;20;4;8;8;7;0;3;9;6;5;5;22;20;9;8;17;10;12;12;13;14;6;14;11;10;12;7;9;7;16;10;8;15;7;3;5;4;10;9;7;15;5;6;19;7;11;3;3;6;8;7;13;0;11;18;10;7;10;11;9;7;9;4;19;9;12;10;19;15;9
4920;17;12;5;12;5;11;6;1;5;3;3;4;17;16;11;10;10;13;15;0;8;6;7;7;4;2;5;12;5;5;14;8;7;2;9;6;9;14;9;4;9;16;15;9;12;4;15;15;3;10;13;5;4;7;3;16;4;0;2;17;20;20;21;13;2;6;11;10;12;19;12;11;12;12;9;10;4;19;25;8;3;10;12;13;8;4;9;9;6;7;3;8;5;3;10;18;12;12;6;20;5;11;9;7;0;3;10;5;5;5;22;19;9;8;17;11;12;12;13;14;6;13;11;9;11;7;9;7;17;10;8;15;7;4;6;4;9;8;7;15;7;4;17;6;11;3;3;5;7;8;12;0;11;20;7;10;12;12;9;4;9;4;19;7;11;8;19;15;7
5220;17;12;6;12;4;12;6;3;6;4;3;4;17;16;11;8;10;12;15;0;9;7;9;7;4;2;8;11;7;5;14;9;8;2;9;6;8;13;8;3;9;16;14;8;11;4;15;14;3;10;13;5;4;8;3;15;4;0;2;16;20;20;20;14;3;5;12;9;11;18;12;14;10;11;7;10;4;18;25;9;4;11;12;13;8;6;10;11;8;7;4;9;6;3;10;18;12;13;6;17;6;14;10;7;0;3;14;4;5;4;22;18;9;8;18;11;12;12;14;14;6;12;8;10;12;7;9;8;16;10;8;15;7;4;6;3;10;8;7;15;7;4;16;6;12;3;4;6;9;8;13;0;12;19;8;10;12;14;9;3;11;5;17;7;10;8;19;14;7
5520;16;12;6;12;3;12;4;5;10;4;3;4;15;15;12;8;9;12;15;0;9;7;10;7;4;2;8;10;8;8;15;9;8;2;9;8;8;12;7;3;9;15;13;8;11;4;14;15;3;9;13;5;4;9;4;15;4;1;2;7;18;20;19;10;3;4;12;7;11;16;12;16;8;11;5;10;1;17;24;9;3;11;12;12;8;7;10;11;12;7;5;10;7;3;11;19;12;13;5;17;6;15;11;7;0;3;6;4;5;3;22;18;9;8;18;11;13;12;14;16;7;12;9;10;11;8;8;7;16;8;9;13;5;4;6;3;9;8;8;15;7;4;16;6;0;3;4;6;9;7;11;1;7;20;9;9;10;13;9;4;12;4;19;7;9;6;18;14;7
5820;16;12;6;12;4;15;4;6;12;4;4;4;12;15;13;8;9;11;15;2;9;9;10;7;4;2;8;11;8;7;15;9;7;3;10;9;8;11;5;1;8;16;10;8;11;3;13;16;3;9;13;5;4;8;2;15;4;2;2;9;17;20;18;12;3;5;11;7;11;18;11;16;8;9;5;10;1;17;24;9;3;11;12;12;9;8;10;11;12;9;4;10;7;4;12;19;11;13;4;15;7;16;11;9;0;3;7;5;6;1;22;18;9;8;17;11;13;12;14;17;9;11;8;9;10;8;8;7;14;6;9;13;4;4;6;3;9;8;10;15;7;4;16;6;0;4;4;4;11;7;12;2;8;17;8;10;7;11;9;3;13;1;19;6;10;6;18;14;6
6120;17;12;6;12;4;15;4;6;12;4;4;4;11;15;13;8;9;10;16;0;10;9;10;8;4;2;7;11;8;8;15;10;7;3;11;9;7;11;3;1;7;15;10;5;11;3;13;15;3;10;13;5;3;7;2;15;4;2;2;9;17;20;14;12;4;6;10;7;10;18;10;15;7;9;5;10;1;17;24;10;3;11;12;10;8;7;12;11;13;9;5;12;8;5;12;19;11;13;4;15;7;16;14;9;0;3;8;5;7;1;21;18;9;8;16;11;14;12;13;17;9;11;7;9;10;8;7;6;15;9;9;13;2;4;6;3;10;8;11;14;8;4;17;6;0;4;4;3;11;8;13;3;8;18;9;11;6;11;9;3;13;1;19;5;9;6;18;14;4
6420;19;12;6;12;4;14;2;6;14;4;4;4;11;14;14;8;10;8;16;0;10;9;10;9;4;2;7;10;8;10;15;10;8;2;10;9;6;11;2;2;7;14;8;4;12;3;12;15;3;10;13;3;2;7;3;15;4;1;0;12;17;21;15;12;3;8;10;6;9;17;8;14;9;9;5;6;2;18;22;11;1;11;11;11;9;7;13;11;15;9;5;12;9;5;13;19;10;11;4;14;8;17;14;10;0;4;8;5;8;1;21;18;9;7;16;11;14;14;11;19;9;10;5;9;10;10;8;6;15;9;9;12;3;4;8;2;7;6;10;14;8;4;17;5;0;5;4;3;12;8;16;5;8;19;7;12;7;12;9;4;15;1;18;5;10;4;18;14;3
6720;20;12;6;12;4;14;2;6;17;5;4;3;12;13;14;7;10;7;17;1;10;9;10;10;3;2;7;10;8;11;14;10;7;3;10;8;5;11;2;1;6;13;7;2;12;1;11;14;3;9;12;2;2;7;3;16;5;1;0;14;18;21;16;12;3;8;10;5;9;16;8;16;13;8;6;5;7;18;23;12;1;11;11;11;10;9;13;11;18;9;5;13;10;6;13;18;10;11;4;14;8;18;14;11;0;4;8;4;11;1;21;18;9;7;16;10;14;14;11;19;9;9;5;8;8;11;8;6;14;10;11;12;4;5;9;2;8;6;9;14;11;3;15;4;0;5;5;4;12;8;14;6;8;18;7;15;5;11;9;4;16;1;18;5;10;3;18;14;1
7020;20;13;8;12;5;14;2;6;20;4;5;3;12;13;14;7;10;6;17;0;12;10;10;9;3;2;7;9;9;11;13;10;7;2;9;8;3;8;1;1;5;11;6;2;10;2;11;11;2;9;12;2;2;7;3;16;5;1;0;17;18;21;15;12;3;9;12;3;9;16;7;17;14;8;6;4;12;17;23;12;1;12;9;10;11;10;13;11;19;8;5;14;11;7;13;19;9;11;4;14;8;18;14;13;0;4;8;2;12;1;21;18;9;7;17;10;14;15;12;21;11;7;4;9;7;11;7;6;13;10;11;15;3;7;8;3;10;6;8;14;12;4;14;3;1;5;4;5;12;8;11;6;8;17;8;17;5;11;9;5;16;0;15;6;10;4;18;14;1
7320;21;13;8;11;5;14;1;5;20;3;5;3;11;12;15;8;10;6;16;1;14;10;10;9;3;2;7;7;11;13;13;11;6;3;10;8;3;8;1;1;8;11;5;1;9;3;11;9;2;9;10;1;3;7;1;18;5;0;0;18;16;21;15;13;4;8;12;1;8;16;5;17;12;8;5;4;10;16;23;12;1;13;9;10;11;9;15;13;20;8;5;14;12;7;13;19;10;10;4;14;9;24;14;15;0;5;9;1;13;1;21;19;8;7;17;8;14;15;12;24;12;7;8;11;6;11;8;4;14;10;11;15;1;7;9;3;11;6;10;14;13;4;13;3;1;5;7;4;14;8;8;6;7;16;8;20;5;13;9;5;17;0;14;3;9;4;18;14;0
7620;22;14;8;11;5;13;0;5;21;3;6;4;11;12;15;8;9;5;16;1;13;11;10;9;3;2;6;8;13;14;13;11;5;3;10;8;2;6;0;2;9;10;4;1;7;5;11;8;3;9;8;1;3;8;3;19;5;1;0;18;16;21;16;14;4;8;12;1;6;16;5;16;12;8;5;12;8;15;23;12;1;13;8;10;11;10;16;13;20;9;6;16;14;8;13;19;10;11;4;14;9;24;15;15;0;5;9;1;12;1;21;19;8;7;17;8;16;15;12;24;13;6;11;12;8;11;8;2;11;11;12;16;1;7;10;3;11;6;12;15;14;4;12;3;1;5;6;5;15;8;8;5;7;16;8;18;2;13;11;4;17;1;14;4;8;5;18;12;1
7920;22;14;8;11;5;14;0;5;23;3;6;3;12;11;15;7;7;5;16;1;14;11;12;7;3;2;6;6;14;14;12;11;4;4;9;8;2;4;0;2;9;10;4;1;7;8;10;7;4;11;10;1;3;7;3;19;5;1;0;19;17;20;14;14;5;8;12;1;5;15;3;13;11;9;5;13;5;14;23;13;1;12;8;10;13;10;19;13;20;9;6;17;15;9;13;18;10;12;4;14;9;24;16;15;0;5;9;1;12;1;21;18;8;7;15;9;15;15;11;24;13;6;13;14;7;11;9;1;10;11;14;16;1;7;10;3;10;6;11;15;16;4;10;3;1;5;4;6;16;7;8;6;6;17;8;20;0;14;11;3;17;1;14;3;8;4;18;11;1
8220;23;16;7;10;6;15;0;6;23;2;7;3;12;11;17;7;8;5;16;1;15;11;12;5;3;2;6;5;14;16;12;10;3;3;10;9;2;2;1;0;6;9;4;1;6;7;10;7;4;10;10;1;4;5;4;20;5;1;0;19;17;20;15;14;4;8;14;1;6;15;5;12;10;9;4;13;6;16;23;12;1;11;7;8;13;11;22;13;20;9;6;17;15;10;13;18;11;13;3;14;9;24;16;16;0;5;9;1;14;1;21;19;8;7;16;10;15;14;11;24;16;7;13;16;7;11;9;2;11;10;17;15;1;6;12;3;11;7;11;15;16;5;11;3;1;5;5;6;14;7;7;6;7;14;8;21;2;15;12;2;17;2;13;5;10;4;18;11;0
